sentiment,guj_text,eng_text
entertainment,"ક્રાઈમ શો 'સાવધાન ઇન્‍ડિયા' થશે બંધ, જાણો શું છે કારણ","Crime show 'Savdhaan India' to be shut down, know the reason"
entertainment,જ્યારે કરન જોહરે તેના શોમાં અર્જુન-મલાઇકાના સંબંધો પરથી પડદો ઉચક્યો!,When Karan Johar lifted the curtain on Arjun-Malika's relationship in his show!
entertainment,"દીપિકા-રણવીરના લગ્નની તારીખ જાહેર, 14મીએ લગ્ન અને 15મીએ રિસેપ્શન","Deepika-Ranveer's wedding date announced, wedding on 14th and reception on 15th"
business,6 હજાર કરતાં પણ ઓછી કિંમતમાં મળી શકે છે 30 હજારનો Moto X Style,30 thousand Moto X Style can be found for less than 6 thousand
entertainment,"કેટરિનાએ કહ્યું, 'દીપિકાએ પોતાના લગ્નમાં મને નથી બોલાવી'","Katrina said, 'Deepika didn't invite me to her wedding'"
business,"Vibrant Gujarat: રિલાયન્સ હવે ઈ-કોમર્સ બિઝનેસમાં કરશે શ્રીગણેશ, અમેઝોન-ફ્લિપકાર્ટને આપશે ટક્કર","Vibrant Gujarat: Reliance will now enter the e-commerce business, competing with Amazon-Flipkart"
business,"SBIમાં વેલિડ ડોક્યુમેન્ટ વગર આવી રીતે ખોલાવો એકાઉન્ટ, જાણો નિયમ","How to open an account in SBI without valid documents, know the rules"
entertainment,"ફરી ટ્રોલ થયો અભિષેક બચ્ચન, યુઝર્સને આપ્યો જડબાતોડ જવાબ","Abhishek Bachchan trolled again, gave a befitting reply to users"
business,"ટ્રેનની ટિકિટ આ રીતે ઘરે બેસીને પણ કરાવી શકાય કેન્સલ, જાણો - પૂરી રીતે","Train tickets can be canceled sitting at home in this way, know - completely"
entertainment,Spotted: હાથમાં હાથ નાખીને નજર આવ્યા અરબાઝ અને જોર્જિયા,Spotted: Arbaaz and Georgia spotted holding hands
entertainment,"'હાઉસફૂલ-4'માંથી નાના પાટેકર OUT, 'બાહુબલી'નો સંબંધી IN","Nana Patekar OUT of 'Housefull 4', 'Baahubali' relative IN"
entertainment,'શોલે'માં ગબ્બર માટે પહેલી પસંદ ન હતા અમજદ ખાન,Amjad Khan was not the first choice for Gabbar in 'Sholay'
tech,અહીં મળી રહ્યું છે એક લાખનું ફ્રિજ માત્ર 50 હજારમાં,Here you can get a fridge worth one lakh for just 50 thousand
entertainment,B'Day Spl: આ છે સની લિયોનીની પહેલી બોલ્ડ તસવીર,B'Day Spl: This is Sunny Leone's first bold picture.
tech,"આ ટોપ સ્માર્ટફોન પર પર મળી રહ્યું છે ડિસ્કાઉન્ટ, આ રીતે ઉઠાવો લાભ","Discounts are being offered on these top smartphones, take advantage of this"
tech,"જિયોએ તેમના ગ્રાહકોને આપી મોટી ભેટ, આજ સુધી કોઇએ નથી આપી આ સેવા","Jio gave a big gift to its customers, no one has given this service till date"
tech,"Facebook Messengerમાં આવ્યું Dark Mode ફીચર, જાણો કઇ રીતે કરશો એક્ટિવ","Dark Mode feature has arrived in Facebook Messenger, know how to activate it"
business,સોમનાથના ટોલગેટ મામલે વિવાદ વકર્યોઃ રાજકિય નેતાઓ પર સ્વાર્થનો આરોપ,Controversy over Somnath tollgate escalates: Political leaders accused of selfishness
business,AirAsia આપી રહી છે ફ્લાઇટ ટિકિટ પર 70% ડિસ્કાઉન્ટ,AirAsia is offering 70% discount on flight tickets
business,"ભારતીય રૂપિયો ડોલર સામે સૌથી નીચી સપાટીએ પહોંચ્યો, એક ડોલરની કિંમત હવે રૂ.70","Indian rupee hits lowest level against dollar, one dollar now worth Rs.70"
entertainment,રણવીર-દીપિકાના લગ્નમાં આ બે પ્રકારના મેનુ તૈયાર કરાશે,These two types of menus will be prepared for Ranveer-Deepika's wedding
tech,"Redmi Note 7માં હોઈ શકે છે આ ખાસ ફીચર્સ, જાણો કિંમત","Redmi Note 7 may have these special features, know the price"
business,ઇન્ડિયા મોબાઈલ કોંગ્રેસ 2018 : મુકેશ અંબાણીના વક્તવ્યની 10 મહત્વપૂર્ણ વાત,India Mobile Congress 2018: 10 important things from Mukesh Ambani's speech
entertainment,"કેમેરો જોઇને ઇરફાન ખાને છુપાવ્યો ચહેરો, કેન્સરનાં ઇલાજ બાદ પહેલી વખત આવ્યા નજર","Irrfan Khan hid his face on seeing the camera, appeared for the first time after cancer treatment"
entertainment,દિકરાના નામને લઈને કરીના કપૂરે કર્યો સૌથી મોટો ખુલાસો,Kareena Kapoor makes the biggest revelation about her son's name
entertainment,જેલરે મોનિકા બેદીને જોવા માટે જેલના બાથરૂમમાં સીસીટીવી લગાડી દીધા હતા,Jailer installed CCTV in jail bathroom to watch Monica Bedi
business,નવેમ્બરના શરૂઆતમાં 5 દિવસ અને અંતમાં પણ 3 દિવસ બંધ રહેશે બેંક!,The bank will be closed for 5 days at the beginning of November and 3 days at the end!
business,"ફેસબુકના સંસ્થાપક ઝુકરબર્ગ આજે દિલ્હીમાં, IIT છાત્રો સાથે વાર્તાલાપ કરશે",Facebook founder Zuckerberg to interact with IIT students in Delhi today
business,ગ્રાહક સાંભળે! SBI એ FD સાથે જોડાયેલા આ નિયમમાં કર્યો છે ફેરફાર,Listen to the customer! SBI has changed this rule related to FD
business,LIC તેના ગ્રાહકોને મોકલી રહી છે SMS! તમને ના મળ્યો તો કરો આટલું,"LIC is sending SMS to its customers! If you don't receive it, do this"
entertainment,"આ વ્યક્તિએ સલમાનને અપાવી 200 કરોડની ફિલ્મ, અક્ષયને બનાવ્યો બ્લોકબસ્ટર","This person gave Salman a 200 crore film, made Akshay a blockbuster"
tech,"પાસવર્ડ વગર મોબાઈલનું Lock ખોલી શકાય છે, આ છે રીત","You can unlock your mobile without a password, this is the method"
entertainment,"સલમાન દોષી જાહેર, સોશિયલ મીડિયા પર યુઝર્સે લખ્યું, 'હરણના શિકારમાં ટાઇગર દોષી'","Salman declared guilty, users on social media wrote, 'Tiger guilty in deer poaching'"
